# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Date format:           YYYY-MM-DD; YYYY-MM; YYYY; MM
# Field delimiter:       ;
#
# file generation data:  2013-08-26
#
# GRDC-No.:              1447400
# River:                 NKENI
# Station:               GAMBOMA
# Country:               CG
# Latitude (dec. °):       -1.900000
# Longitude (de. °):       15.850000
# Catchment area (km²):     6200.000
# Altitude (m.a.s.l):         304.00
# Next d/s station:      1147150
# Remarks:               
#************************************************************
#
# Data Set Content:      MONTHLY PRIMARY VALUES
#                        ----------------------
# Unit:                  m³/s
# Time series:           1969 - 1980
# No. of years:          12
#
# Consists of 3 tables of statistics based on mean daily discharges
#     - for each single year
#     - for the entire period
#     - for each month over the entire period
#
# Aggregation thresholds:
#    nD = 10 (max. number of missing days allowed to calculate a monthly value)
#    nM = 2  (max. number of missing months allowed for a year to be considered)
#    nY = 5  (min. number of years for aggregation over the entire period)
#
#
# TABLES
#
# For INDIVIDUAL YEARS (n records, one per year)
#   LQ:    lowest monthly discharge of the given year
#   month: associated month of occurrence
#   MQ:    mean discharge of all monthly discharges in the given year
#   HQ:    highest monthly discharge of the given year
#   month: associated month of occurrence
#   n:    number of available values used for MQ calculation
#
year;LQ;month;MQ;;HQ;month;m
1969;   202.000;07;   219.083;   234.000;05;  12
1970;   200.000;07;   219.583;   247.000;11;  12
1971;   189.000;07;   206.333;   222.000;11;  12
1972;   178.000;08;   199.167;   216.000;11;  12
1973;   180.000;07;   195.833;   217.000;11;  12
1974;   188.000;06;   214.800;   268.000;11;  10
1975;   179.000;08;   200.417;   226.000;11;  12
1976;   192.000;08;   217.800;   240.000;11;  10
1977;   212.000;07;   230.167;   245.000;11;  12
1978;   183.000;08;   190.636;   204.000;10;  11
1979;  -999.000;00;  -999.000;  -999.000;00;   0
1980;  -999.000;00;  -999.000;  -999.000;00;   9
#
#
# For ENTIRE PERIOD
# Calculated only from years with less than 2 months missing
#
#   LQ:   lowest monthly discharge from the entire period
#   MQ_1: mean discharge of all monthly discharges in the period [m³/s]
#   MQ_2: mean discharge volume per year of all monthly discharges in the period [km³/a]
#   MQ_3: mean runoff per year of all monthly discharges in the period [mm/a]
#   HQ:   highest monthly discharge from the entire periode
#   n:    number of available months used for MQ calculation
#
LQ;MQ_1;MQ_2;MQ_3;HQ;n
   178.000;   210.661;     6.643;      1072;   268.000;  124
#
#
# For EACH MONTH of the year (12 records covering max. n years)
# Calculated only for months with <= 10 missing days
#
#   month: month (1=January)
#   LQ:    lowest monthly discharge of the given month in the entire period
#   year:  associated year of occurrence (only the first occurence is listed)
#   MQ:    mean discharge from all monthly discharges of the given month in the entire period
#   HQ:    highest monthly discharge of the given month in the entire period
#   year:  associated year of occurrence (only the first occurence is listed)
#   std:   standard deviation of all monthly discharges of the given month in the entire period
#   n:     number of available daily values used for computation
#
month;LQ;year;MQ;HQ;year;std;n
01;   195.000;1978;   210.200;   234.000;1977;    11.979;   10
02;   193.000;1978;   208.200;   222.000;1977;    10.485;   10
03;   189.000;1978;   209.900;   233.000;1977;    16.495;   10
04;   188.000;1978;   212.727;   243.000;1977;    18.182;   11
05;   186.000;1978;   214.909;   241.000;1977;    18.349;   11
06;   185.000;1978;   203.000;   239.000;1977;    17.888;   10
07;   180.000;1973;   195.200;   223.000;1980;    14.038;   10
08;   178.000;1972;   195.200;   221.000;1980;    16.376;   10
09;   183.000;1973;   202.455;   227.000;1980;    13.974;   11
10;   193.000;1973;   219.000;   241.000;1974;    16.839;   10
11;   201.000;1978;   230.636;   268.000;1974;    18.309;   11
12;   208.000;1972;   224.700;   248.000;1974;    11.671;   10
