grdc_no,wmo_reg,sub_reg,mix_reg,nat_id,river,station,country_code,lat,long,area,altitude,ds_stat_no,w_level,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,proc_tyrs,proc_tmon,f_import,f_im_yr,l_import,l_im_yr,provider_id,acsys,flux2ocean,gems,gcos_gtn-h,statistics,Pristine Basins,GRDC Reference Dataset,AdaptAlp,ArctHycos
1496345,1,96,196,,JAMA,RIXON DAM U/S G/W (63534274),ZW,-19.983,29.167,     76.  ,-999,1496340,0,1968,1990,23,5.09,,,,,1968,1990,23,       .17,       .01,70, 82.6,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196350,1,96,196,A2H013,MEGALIES,SCHEERPOORT,ZA,-25.777,27.761,   1171.  ,1179,1196400,0,1922,2013,92,0.15,1922,2001,80,0.95,1922,2013,92,       .99,       .03,27, 97.8, 99.9,3.5.2002,2002,1.4.2013,2013,5,0,0,1,0,0,0,0,0,0
1496350,1,96,196,205202,INSIZA,FILABUSI UPPER WEIR,ZW,-20.520,29.270,   2000.  ,-999,1496351,0,,,,,1952,1981,30,0.86,1952,1981,30,      2.65,       .08,42, 90. ,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1496351,1,96,196,,INSIZA,SILALABUHWA DAM D/S G/W (63534265),ZW,-20.783,29.367,   2963.  ,-999,1496321,0,1966,1990,25,20.47,,,,,1966,1990,25,      2.74,       .09,29, 64. ,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1496355,1,96,196,,UNKAKEZI,ESKDALE CAUSEWAY (63534213),ZW,-20.600,29.417,    453.  ,-999,1496351,0,1951,1990,40,13.89,,,,,1951,1990,40,       .8 ,       .03,56, 75. , 99.4,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1496360,1,96,196,,MWENEZI,JEKA BRIDGE G/W (63531028),ZW,-20.833,29.933,   1929.  ,-999,1896502,0,1957,1990,34,17.34,,,,,1957,1990,34,      2.47,       .08,40, 76.5, 99.4,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196360,1,96,196,A4H002,MOKOLORIVIER,ZANDRIVIER (27546002),ZA,-24.283,28.090,   1801.  ,1142,1196400,0,1948,2012,65,1.76,,,,,1948,2012,65,      1.45,       .05,25, 93.8, 98.9,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1496365,1,96,196,,LUMANI,INSINDI WEIR (63535215),ZW,-20.600,29.600,    277.  ,-999,1496360,0,1952,1990,39,2.91,,,,,1952,1990,39,       .9 ,       .03,102, 89.7,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196370,1,96,196,A4H008,STERKSTROOM,DOORNSPRUIT (27546008),ZA,-24.216,27.973,    499.  ,1044,1196400,0,1964,2013,50,0.66,,,,,1964,2013,50,      1.19,       .04,75, 96. , 99.7,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196380,1,96,196,A4H007,TAMBOTIERIVIER,BLAKENEY (27546007),ZA,-23.764,27.908,    399.  ,867,1196400,0,1962,2013,52,12.00,,,,,1962,2013,52,       .26,       .01,21, 78.8, 99.4,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196400,1,96,196,A5H003,LIMPOPO,BOTSWANA OXENHAM RANCH,ZA,-22.951,27.973,  98160.  ,770,1196550,0,1959,2002,44,1.43,1959,2001,43,52.18,1959,2002,44,     16.21,       .51,5, 93.2, 99.8,3.5.2002,2002,2.4.2013,2013,5,0,0,1,0,1,0,1,0,0
1396400,1,96,196,,MAHAPSWE,MADIBA (67537022),BW,-23.050,26.817,    929.  ,-999,0,0,1971,1990,20,7.44,,,,,1971,1990,20,       .03,       .  ,1, 75. , 99.4,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196410,1,96,196,A2H050,KROKODILRIVIER (TRIB. LIMPOPO),ZWARTKOP (27547050),ZA,-25.991,27.842,    149.  ,1357,1196400,0,1973,2012,40,0.89,,,,,1973,2012,40,       .48,       .02,102, 97.5, 99.6,20.9.2011,2011,1.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196415,1,96,196,A2H053,STERKSTROOM,GROOTFONTEIN (27547053),ZA,-25.809,27.476,     88.  ,1276,1196350,0,1973,2012,40,4.68,,,,,1973,2012,40,       .36,       .01,130, 92.5, 97.7,20.9.2011,2011,1.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196420,1,96,196,A2H039,WATERKLOOF,RIETVALLEI (27547039),ZA,-25.720,27.186,      4.  ,1480,1196400,0,1971,2012,42,0.90,,,,,1971,2012,42,       .03,       .  ,253, 95.2, 99.2,20.9.2011,2011,1.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196425,1,96,196,A2H032,SELONSRIVIER,MOEDWIL (27547032),ZA,-25.637,27.027,    517.  ,1119,1196400,0,1963,2012,50,2.04,,,,,1963,2012,50,       .18,       .01,11, 96. , 98.6,20.9.2011,2011,1.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196430,1,96,196,A3H001,KLEIN-MARICORIVIER,LITTLE-MARICOPOOERT (27548001),ZA,-25.538,26.103,   1180.  ,1171,1196400,0,1906,1939,34,0.50,,,,,1906,1939,34,       .18,       .01,5, 94.1,100. ,22.2.2012,2012,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196435,1,96,196,A3H018,MALMANIELOOP,NAAUWPOORT (27548018),ZA,-25.814,26.048,    138.  ,1460,1196400,0,1970,1992,23,2.15,,,,,1970,1992,23,       .13,       .  ,29, 87. , 98.8,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1896500,1,96,196,,LIMPOPO,CHOKWE,MZ,-24.500,33.000, 342000.  ,23,1896501,0,,,,,1976,1979,4,15.56,1976,1979,4,    448.75,     14.15,41, 50. , 83.3,18.2.1992,1992,18.2.1992,1992,-999,0,1,0,0,0,0,0,0,0
1396500,1,96,196,,TAUPSWE,BONDUNGWE HILL (67537023),BW,-23.233,27.067,    680.  ,-999,0,0,1985,1993,9,0.33,,,,,1985,1993,9,       .37,       .01,17, 77.8,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196500,1,96,196,A7H003,SANDRIVIER (TRIB. LIMPOPO),ZAMENKOMST (27543003),ZA,-23.067,29.579,   6731.  ,831,1896502,0,1947,2001,55,4.91,1947,1995,49,7.44,1947,2001,55,      5.43,       .17,25, 92.7, 99.3,3.5.2002,2002,2.4.2013,2013,5,0,0,0,0,1,0,0,0,0
1496500,1,96,196,203502,LIMPOPO,BEITBRIDGE PUMPSTATION C/S (63533035),ZW,-22.217,29.983, 208784.  ,-999,1896502,0,1959,1990,32,23.29,1959,1980,22,2.78,1959,1990,32,     87.25,      2.75,13, 78.1, 99. ,18.2.1992,1992,20.9.2011,2011,61,0,0,1,0,1,0,1,0,0
1896501,1,96,196,,LIMPOPO,SICACATE (58510036),MZ,-24.744,33.543, 416522.  ,-999,0,0,1970,1988,19,18.90,,,,,1970,1988,19,    186.97,      5.9 ,14, 73.7, 96.4,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1896502,1,96,196,,LIMPOPO,COMBOMUNE (58510033),MZ,-23.461,32.433, 266350.  ,-999,1896500,0,1965,1993,29,3.58,,,,,1965,1993,29,    105.43,      3.33,12, 86.2,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1896510,1,96,196,,ELEFANTES / OLIFANTSRIVIER,MACUCO (58521039),MZ,-23.950,31.900,  68550.  ,-999,1896500,0,1961,1970,10,0.00,,,,,1961,1970,10,     46.61,      1.47,21, 90. ,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196550,1,96,196,A7H004,LIMPOPO,BEITBRUG U/S,ZA,-22.224,29.987, 201000.  ,423,1196551,0,1955,1992,38,13.39,1955,1987,33,35.90,1955,1992,38,     52.78,      1.66,8, 81.6, 99.7,3.5.2002,2002,2.4.2013,2013,5,0,0,1,0,1,0,0,0,0
1196551,1,96,196,A7H008,LIMPOPO,BEIBRUG D/S,ZA,-22.226,29.990, 201001.  ,428,1896502,0,1992,2012,21,4.88,1992,2001,10,45.28,1992,2012,21,     41.7 ,      1.32,7, 85.7,100. ,3.5.2002,2002,2.4.2013,2013,5,0,0,1,0,1,0,0,0,0
1196560,1,96,196,A6H010,BAD SE LOOP,VISCHGAT (27544010),ZA,-24.579,28.639,     70.  ,1153,1196550,0,1964,2013,50,0.89,,,,,1964,2013,50,       .08,       .  ,36, 96. , 99.3,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196561,1,96,196,A6H012,OLIFANTSPRUIT,OLIFANTSPOORT (27544012),ZA,-24.665,28.475,    120.  ,1174,1196550,0,1966,2013,48,0.66,,,,,1966,2013,48,       .23,       .01,60, 95.8, 99.6,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196562,1,96,196,A6H018,RASLOOPRIVIER,SUSSENSVALE (27544018),ZA,-24.771,28.348,     12.  ,1203,1196550,0,1973,2013,41,1.36,,,,,1973,2013,41,       .03,       .  ,84, 95.1, 98.7,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196563,1,96,196,A6H019,HESSIE SE WATER,RIETSPRUIT (27544019),ZA,-24.663,28.455,     17.  ,1200,1196550,0,1973,2013,41,0.57,,,,,1973,2013,41,       .04,       .  ,67, 95.1,100. ,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196564,1,96,196,A6H020,MIDDELFONTEINSPRUIT,MIDDELFONTEIN (27544020),ZA,-24.671,28.560,     43.  ,1138,1196550,0,1973,2013,41,0.85,,,,,1973,2013,41,       .1 ,       .  ,71, 95.1, 99.4,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196565,1,96,196,A6H021,DE WETSPRUIT,GROENVALEY (27544021),ZA,-24.633,28.596,     16.  ,1176,1196550,0,1973,2013,41,1.17,,,,,1973,2013,41,       .05,       .  ,91, 95.1, 99.1,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196566,1,96,196,A6H022,HARTEBEESTLAAGTESPRUIT,HARTEBEESTLAAGTE (27544022),ZA,-24.602,28.607,      2.  ,1196,1196550,0,1973,1997,25,2.92,,,,,1973,1997,25,       .01,       .  ,100, 88. , 99.2,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196570,1,96,196,A5H004,LEPHALALA,MUISVOGELKRAAL (27545004),ZA,-23.982,28.399,    638.  ,1163,1196400,0,1955,2013,59,0.99,,,,,1955,2013,59,      2.29,       .07,113, 94.9, 99.9,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1396600,1,96,196,,METSEMOTHLABA,THAMAGA (67538021),BW,-24.700,25.550,   1410.  ,-999,1396601,0,1983,1991,9,0.85,,,,,1983,1991,9,       .34,       .01,8, 77.8,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196600,1,96,196,B1H005,OLIFANTS,WOLWEKRANS,ZA,-26.006,29.254,   3256.  ,1517,1196103,0,1972,2012,41,2.06,1972,2001,30,0.29,1972,2012,41,      4.83,       .15,47, 97.6, 99.6,3.5.2002,2002,2.4.2013,2013,5,0,0,0,0,1,0,0,0,0
1396601,1,96,196,,METSEMOTHLABA,MOREMA (67538011),BW,-24.950,26.067,   4167.  ,-999,0,0,1975,1989,15,12.32,,,,,1975,1989,15,       .67,       .02,5, 73.3, 97. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196700,1,96,196,B6H001,BLYDE,WILLEMSOORD (27524001),ZA,-24.680,30.802,    514.  ,832,1196100,0,1909,2012,104,32.16,1911,2001,91,35.69,1909,2012,104,      5.35,       .17,328, 66.3, 99.6,16.1.1992,1992,2.4.2013,2013,5,0,0,1,0,0,0,0,0,0
1597001,1,97,197,,INCOMATI,MANANGA BORDER (68613130),SZ,-25.944,31.749,   8090.  ,-999,1197001,0,1978,1993,16,36.05,,,,,1978,1993,16,     13.11,       .41,51, 50. , 99. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1197001,1,97,197,X1H003,INCOMATI,TONGA (27613103),ZA,-25.682,31.782,   8864.  ,215,1897501,0,1939,2013,75,2.58,,,,,1939,2013,75,     20.84,       .66,74, 93.3, 98.9,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1597002,1,97,197,,INCOMATI,ENTRANCE TO SWAZILAND (68613129),SZ,-26.033,31.104,   6174.  ,-999,1597001,0,1977,1990,14,18.31,,,,,1977,1990,14,     15.25,       .48,78, 64.3, 99.1,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1597100,1,97,197,,MZIMNENE,BHALEKANE (68613142),SZ,-26.041,31.525,    181.  ,-999,1597001,0,1980,1988,9,11.90,,,,,1980,1988,9,       .7 ,       .02,121, 55.6, 98.3,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1197100,1,97,197,X1H020,POPONYANE,VRIESLAND (27613120),ZA,-25.839,30.684,     48.  ,1079,1197300,0,1973,2012,40,0.57,,,,,1973,2012,40,       .07,       .  ,47, 97.5, 99.4,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197200,1,97,197,X4H004,NWANEDZI,WENELA DRIFT (27611004),ZA,-24.449,31.977,    928.  ,159,1897500,0,1960,2010,51,3.77,,,,,1960,2010,51,       .26,       .01,9, 92.2, 98.9,20.9.2011,2011,24.2.2012,2012,5,0,0,0,0,0,0,0,0,0
1197300,1,97,197,X1H001,INCOMATI,HOOGGENOEG (27613101),ZA,-26.036,30.998,   5540.  ,746,1597002,0,1909,2012,104,3.11,1909,2001,93,5.89,1909,2012,104,     14.42,       .46,82, 97.1, 99.6,3.5.2002,2002,10.4.2013,2013,5,0,0,0,0,1,0,0,0,0
1197310,1,97,197,X1H014,MLUMATI,LOMATI (27613114),ZA,-25.674,31.575,   1122.  ,274,1197001,0,1968,2013,46,8.72,,,,,1968,2013,46,      5.18,       .16,145, 84.8, 99.6,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197500,1,97,197,X2H016,KROKODILRIVIER (TRIB. INCOMATI),TENBOSCH (27613216),ZA,-25.364,31.956,  10379.  ,140,1897501,0,1960,2013,54,6.01,,,,,1960,2013,54,     18.96,       .6 ,58, 88.9, 98.6,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1897500,1,97,197,,INCOMATI,CHOBELA,MZ,-25.020,32.730,  37600.  ,14,0,0,,,,,1976,1979,4,2.08,1976,1979,4,    105.99,      3.34,89,100. , 97.9,18.2.1992,1992,18.2.1992,1992,-999,0,1,0,0,0,0,0,0,0
1197501,1,97,197,X2H006,KROKODILRIVIER (TRIB. INCOMATI),KARINO (27613206),ZA,-25.470,31.088,   5131.  ,519,1197500,0,1929,2013,85,0.09,,,,,1929,2013,85,     16.52,       .52,102, 97.6,100. ,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1897501,1,97,197,,INCOMATI,RESSANO GARCIA C.F. (58613123),MZ,-25.435,31.994, 217773.  ,-999,1897500,0,1952,1992,41,2.50,,,,,1952,1992,41,     62.44,      1.97,9, 90.2,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,1,0,0,0,0,0,0
1197502,1,97,197,X2H013,KROKODILRIVIER (TRIB. INCOMATI),MONTROSE (27613213),ZA,-25.449,30.712,   1512.  ,793,1197501,0,1959,2013,55,4.49,,,,,1959,2013,55,      5.41,       .17,113, 92.7, 98.5,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197510,1,97,197,X2H018,MBYAMITIRIVIER,KRUGER NATIONAL PARK (27613218),ZA,-25.278,31.623,    623.  ,259,1197500,0,1960,1997,38,3.06,,,,,1960,1997,38,       .26,       .01,13, 92.1, 97.6,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197520,1,97,197,X2H023,WITRIVIER (TRIB. INCOMATI),GOEDE HOOP (27613223),ZA,-25.462,31.083,    308.  ,537,1197501,0,1962,1992,31,1.76,,,,,1962,1992,31,       .2 ,       .01,20, 93.5, 98.9,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197530,1,97,197,X2H005,NELSPRUIT,BOSCHRAND (27613205),ZA,-25.433,30.966,    640.  ,645,1197501,0,1929,2013,85,0.74,,,,,1929,2013,85,      2.81,       .09,138, 97.6, 99.4,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197540,1,97,197,X2H014,HOUTBOSLOOP,SUDWALASKRAAL (27613214),ZA,-25.382,30.701,    252.  ,819,1197502,0,1958,2012,55,5.22,,,,,1958,2012,55,      1.69,       .05,211, 89.1, 99. ,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197550,1,97,197,X2H015,ELANDSRIVIER (TRIB. INCOMATI),LINDENAU (27613215),ZA,-25.490,30.698,   1557.  ,833,1197501,0,1959,2013,55,3.94,,,,,1959,2013,55,      6.49,       .21,131, 92.7, 98.4,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1897550,1,97,197,,SABIE,MACHATUINE (58612030),MZ,-25.170,32.068,   6345.  ,-999,1897500,0,1953,1987,35,0.00,,,,,1953,1987,35,     19.36,       .61,96, 94.3,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1197551,1,97,197,X2H011,ELANDSRIVIER (TRIB. INCOMATI),GELUK (27613211),ZA,-25.646,30.278,    398.  ,1499,1197550,0,1956,1999,44,0.87,,,,,1956,1999,44,      1.6 ,       .05,127, 95.5, 99.6,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197555,1,97,197,X2H012,DAWSONS SPRUIT,GELUK (27613212),ZA,-25.658,30.260,     93.  ,1521,1197551,0,1956,2012,57,0.03,,,,,1956,2012,57,       .3 ,       .01,103, 98.2, 99.9,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197560,1,97,197,X2H024,SUIDKAAPRIVIER,GLENTHORPE (27613224),ZA,-25.712,30.835,     82.  ,859,1197502,0,1964,2012,49,2.22,,,,,1964,2012,49,       .57,       .02,217, 98. , 98.4,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197561,1,97,197,X2H025,HOUTBOSLOOP,ELANDSDRIFT (27613225),ZA,-25.289,30.568,     25.  ,1121,1197502,0,1966,1992,27,0.99,,,,,1966,1992,27,       .35,       .01,439, 92.6, 99.7,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197562,1,97,197,X2H026,BEESTEKRALSPRUIT,ELANDSDRIFT (27613226),ZA,-25.288,30.571,     14.  ,1149,1197502,0,1966,1992,27,2.14,,,,,1966,1992,27,       .16,       .01,364, 88.9, 98.3,20.9.2011,2011,11.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197563,1,97,197,X2H027,BLYSTAANSPRUIT,ELANDSDRIFT (27613227),ZA,-25.298,30.596,     77.  ,1019,1197502,0,1966,1992,27,2.03,,,,,1966,1992,27,       .74,       .02,303, 92.6, 99. ,20.9.2011,2011,11.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197564,1,97,197,X2H028,KANTOORBOSSPRUIT,ELANDSDRIFT (27613228),ZA,-25.296,30.567,      5.  ,1141,1197502,0,1966,1992,27,1.53,,,,,1966,1992,27,       .04,       .  ,238, 92.6, 98.7,20.9.2011,2011,11.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197570,1,97,197,X2H002,WITRIVIER (TRIB. INCOMATI),THE RANCH (27613202),ZA,-25.316,31.055,    180.  ,821,1197501,0,1927,1947,21,0.42,,,,,1927,1947,21,       .98,       .03,172, 95.2, 98.8,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197580,1,97,197,X2H010,NOORDKAAPRIVIER,BELLEVUE (27613210),ZA,-25.611,30.875,    128.  ,844,1197501,0,1948,2012,65,4.03,,,,,1948,2012,65,       .9 ,       .03,222, 92.3, 98.9,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197590,1,97,197,X2H031,SUIDKAAPRIVIER,BORNMANS DRIFT (27613231),ZA,-25.730,30.978,    265.  ,659,1197500,0,1966,2013,48,2.88,,,,,1966,2013,48,      1.05,       .03,125, 91.7, 99.4,20.9.2011,2011,11.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197591,1,97,197,X2H030,SUIDKAAPRIVIER,INLOOP (27613230),ZA,-25.716,30.788,     59.  ,1081,1197590,0,1966,1992,27,3.11,,,,,1966,1992,27,       .51,       .02,273, 88.9, 99.3,20.9.2011,2011,11.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197595,1,97,197,X2H008,QUEENSRIVIER,SASSENHEIM (27613208),ZA,-25.786,30.924,    182.  ,730,1197590,0,1948,2012,65,2.15,,,,,1948,2012,65,       .64,       .02,110, 96.9, 99.2,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197700,1,97,197,X3H006,SABIE,PERRYS FARM (27612006),ZA,-25.031,31.126,    762.  ,473,1897550,0,1958,2000,43,1.73,,,,,1958,2000,43,      6.04,       .19,250, 95.3, 99. ,20.9.2011,2011,11.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197701,1,97,197,X3H001,SABIE,SABIE (27612001),ZA,-25.089,30.778,    168.  ,987,1197700,0,1948,2013,66,0.73,,,,,1948,2013,66,      1.92,       .06,360, 97. , 99.3,20.9.2011,2011,11.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197705,1,97,197,X3H002,KLEIN-SABIERIVIER,SABIE (27612002),ZA,-25.092,30.778,     54.  ,983,1197701,0,1963,2013,51,0.34,,,,,1963,2013,51,       .41,       .01,237, 96.1, 99.7,20.9.2011,2011,11.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197710,1,97,197,X3H004,NOORD-SANDRIVIER,DE RUST (27612004),ZA,-25.076,31.130,    216.  ,530,1197700,0,1948,2013,66,2.76,,,,,1948,2013,66,      1.  ,       .03,146, 93.9, 99.2,20.9.2011,2011,11.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197720,1,97,197,X3H007,WHITE WATERSRIVIER,ETNA (27612007),ZA,-25.154,31.002,     45.  ,893,1197700,0,1963,1991,29,4.44,,,,,1963,1991,29,       .32,       .01,223, 86.2, 99. ,20.9.2011,2011,11.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197730,1,97,197,X3H003,MAC-MAC RIVER,GEELHOUTBOOM (27612003),ZA,-24.993,30.814,     52.  ,1218,1197700,0,1948,2013,66,0.24,,,,,1948,2013,66,       .87,       .03,530, 97. , 99.9,20.9.2011,2011,11.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1197740,1,97,197,X3H008,SANDRIVIER (TRIB. INCOMATI),EXETER (27612008),ZA,-24.753,31.388,   1077.  ,370,1897550,0,1967,2013,47,15.38,,,,,1967,2013,47,      3.95,       .13,116, 76.6, 96.8,20.9.2011,2011,11.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1598001,1,98,198,,UMBELUZI,MLAWULA (68621032),SZ,-26.175,32.042,   2944.  ,-999,1898501,0,1980,1990,11,11.40,,,,,1980,1990,11,      7.53,       .24,81, 63.6, 98.8,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1598002,1,98,198,,UMBELUZI,MBULUZI (68621020),SZ,-26.163,31.877,   2250.  ,-999,1598001,0,1973,1983,11,9.99,,,,,1973,1983,11,     14.56,       .46,204, 63.6,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1598003,1,98,198,,UMBELUZI,LEPER SETTLEMENT (68621003),SZ,-26.215,31.196,    670.  ,-999,1598002,0,1959,1991,33,18.47,,,,,1959,1991,33,      6.94,       .22,327, 72.7, 99. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1598010,1,98,198,,BLACK UMBULUZI,LEPER SETTLEMENT (68621004),SZ,-26.215,31.196,    173.  ,-999,1598003,0,1960,1991,32,16.74,,,,,1960,1991,32,      2.24,       .07,409, 75. ,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1598020,1,98,198,,WHITE UMBULUZI,MPISI FARM (68621010),SZ,-26.382,31.528,    396.  ,-999,1598002,0,1964,1992,29,39.75,,,,,1964,1992,29,       .78,       .02,62, 48.3, 98.2,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1598100,1,98,198,,LUFUTWANA,RETURN FLOWS (68621038),SZ,-26.139,31.900,     17.  ,-999,1598001,0,1976,1990,15,34.66,,,,,1976,1990,15,       .38,       .01,699, 40. ,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1598110,1,98,198,,MNKENKE,RETURN FLOWS (68621037),SZ,-26.128,31.873,      7.  ,-999,1598002,0,1975,1991,17,28.43,,,,,1975,1991,17,       .11,       .  ,473, 52.9, 93.5,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1598120,1,98,198,,VOLINDE,RETURN FLOWS (68621036),SZ,-26.100,31.839,     60.  ,-999,1598002,0,1977,1987,11,32.30,,,,,1977,1987,11,       .81,       .03,428, 45.5, 96.7,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1598130,1,98,198,,LUTALA,RETURN FLOWS (68621035),SZ,-26.088,31.820,    109.  ,-999,1598002,0,1974,1990,17,51.04,,,,,1974,1990,17,      1.95,       .06,564, 29.4, 91.7,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1598200,1,98,198,,UMBELUZI,TABANKULU WEIR (68621041),SZ,-31.958,26.128,    119.  ,-999,0,0,1975,1990,16,15.20,,,,,1975,1990,16,       .41,       .01,109, 62.5, 99.2,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1898500,1,98,198,,UMBELUZI,BOANE,MZ,-26.050,32.320,   5400.  ,8,0,0,,,,,1976,1978,3,0.00,1976,1978,3,     31.17,       .98,182, 33.3,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1898501,1,98,198,,UMBELUZI,GOBA MONTANTE (58621010),MZ,-26.197,32.116,   3034.  ,-999,1898500,0,1951,1988,38,0.00,,,,,1951,1988,38,     10.91,       .34,113, 94.7,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1898550,1,98,198,,IMPAMPUTO,NAMAACHA CASCATA (58621016),MZ,-25.967,32.042,     40.  ,-999,1898500,0,1958,1984,27,0.97,,,,,1958,1984,27,       .17,       .01,132, 92.6, 99. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
