# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Date format:           YYYY-MM-DD; YYYY-MM; YYYY; MM
# Field delimiter:       ;
#
# file generation data:  2013-08-26
#
# GRDC-No.:              6972131
# River:                 VYG
# Station:               VYGOSTROV
# Country:               RU
# Latitude (dec. °):       64.466667
# Longitude (de. °):       34.683333
# Catchment area (km²):    26600.000
# Altitude (m.a.s.l):        -999.00
# Next d/s station:      6972130
# Remarks:               
#************************************************************
#
# Data Set Content:      MONTHLY PRIMARY VALUES
#                        ----------------------
# Unit:                  m³/s
# Time series:           1962 - 1973
# No. of years:          12
#
# Consists of 3 tables of statistics based on mean daily discharges
#     - for each single year
#     - for the entire period
#     - for each month over the entire period
#
# Aggregation thresholds:
#    nD = 10 (max. number of missing days allowed to calculate a monthly value)
#    nM = 2  (max. number of missing months allowed for a year to be considered)
#    nY = 5  (min. number of years for aggregation over the entire period)
#
#
# TABLES
#
# For INDIVIDUAL YEARS (n records, one per year)
#   LQ:    lowest monthly discharge of the given year
#   month: associated month of occurrence
#   MQ:    mean discharge of all monthly discharges in the given year
#   HQ:    highest monthly discharge of the given year
#   month: associated month of occurrence
#   n:    number of available values used for MQ calculation
#
year;LQ;month;MQ;;HQ;month;m
1962;   182.000;01;   411.500;   709.000;07;  12
1963;   199.000;08;   262.083;   380.000;02;  12
1964;   200.000;08;   214.750;   252.000;12;  12
1965;   176.000;04;   228.000;   278.000;01;  12
1966;   173.000;09;   256.250;   379.000;05;  12
1967;   190.000;04;   243.250;   331.000;05;  12
1968;   178.000;03;   284.417;   421.000;05;  12
1969;   212.000;06;   273.333;   355.000;10;  12
1970;   209.000;04;   262.250;   309.000;05;  12
1971;   185.000;04;   249.500;   319.000;06;  12
1972;   183.000;04;   231.583;   284.000;12;  12
1973;   152.000;09;   227.833;   314.000;05;  12
#
#
# For ENTIRE PERIOD
# Calculated only from years with less than 2 months missing
#
#   LQ:   lowest monthly discharge from the entire period
#   MQ_1: mean discharge of all monthly discharges in the period [m³/s]
#   MQ_2: mean discharge volume per year of all monthly discharges in the period [km³/a]
#   MQ_3: mean runoff per year of all monthly discharges in the period [mm/a]
#   HQ:   highest monthly discharge from the entire periode
#   n:    number of available months used for MQ calculation
#
LQ;MQ_1;MQ_2;MQ_3;HQ;n
   152.000;   262.063;     8.264;       311;   709.000;  144
#
#
# For EACH MONTH of the year (12 records covering max. n years)
# Calculated only for months with <= 10 missing days
#
#   month: month (1=January)
#   LQ:    lowest monthly discharge of the given month in the entire period
#   year:  associated year of occurrence (only the first occurence is listed)
#   MQ:    mean discharge from all monthly discharges of the given month in the entire period
#   HQ:    highest monthly discharge of the given month in the entire period
#   year:  associated year of occurrence (only the first occurence is listed)
#   std:   standard deviation of all monthly discharges of the given month in the entire period
#   n:     number of available daily values used for computation
#
month;LQ;year;MQ;HQ;year;std;n
01;   182.000;1962;   248.250;   369.000;1963;    48.426;   12
02;   189.000;1962;   254.000;   380.000;1963;    49.261;   12
03;   178.000;1968;   234.417;   352.000;1963;    49.109;   12
04;   166.000;1973;   224.917;   423.000;1962;    69.679;   12
05;   193.000;1965;   305.083;   421.000;1968;    74.064;   12
06;   196.000;1965;   278.250;   368.000;1966;    62.391;   12
07;   190.000;1965;   259.583;   709.000;1962;   143.681;   12
08;   153.000;1973;   252.250;   668.000;1962;   134.265;   12
09;   152.000;1973;   252.417;   515.000;1962;    91.050;   12
10;   216.000;1964;   284.917;   503.000;1962;    80.303;   12
11;   215.000;1963;   270.417;   477.000;1962;    70.362;   12
12;   229.000;1963;   280.250;   357.000;1968;    34.027;   12
